FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly,Pedro
lvgl\src\lv_objx\lv_label.c,74,"lv_obj_t * lv_label_create(lv_obj_t * par, const lv_obj_t * copy)",1.5070422,0.5070422,1,0,71,12,12,3,3,3,0,0,,True
lvgl\src\lv_themes\lv_theme_alien.c,408,static void arc_init(void),2.8235295,0.8235294,2,0,17,14,28,1,2,2,0,1,,True
lvgl\src\lv_objx\lv_label.c,580,"void lv_label_get_letter_pos(const lv_obj_t * label, uint16_t char_id, lv_point_t * pos)",2.0070422,0.5070422,1.5,0,71,18,23,2,3,2,0,1,,False
lvgl\src\lv_themes\lv_theme_mono.c,152,static void led_init(void),2.75,0.75,2,0,12,9,18,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_zen.c,328,static void preload_init(void),2.5,0.5,2,0,6,3,6,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_default.c,416,"lv_theme_t * lv_theme_default_init(uint16_t hue, lv_font_t * font)",1.097561,0.09756097,1,0,41,4,4,1,1,1,0,0,,True
lvgl\src\lv_themes\lv_theme_material.c,404,static void cb_init(void),2.8965516,0.8965517,2,0,29,26,52,1,2,2,0,1,,True
lvgl\src\lv_draw\lv_img_decoder.c,317,"lv_res_t lv_img_decoder_built_in_open(lv_img_decoder_t * decoder, lv_img_decoder_dsc_t * dsc)",7.9310746,6.0560746,1.5,0.375,107,81,114,8,12,4,3,4,,True
lvgl\src\lv_themes\lv_theme_nemo.c,649,static void ddlist_init(void),2.8421054,0.84210527,2,0,19,16,32,1,2,2,0,1,,True
lvgl\src\lv_misc\lv_mem.c,125,void * lv_mem_alloc(size_t size),7.3920264,5.534884,1.4285715,0.42857143,43,34,73,7,10,5,3,3,,True
lvgl\src\lv_themes\lv_theme_alien.c,540,static void btnm_init(void),1.90625,0.90625,1,0,32,29,29,1,1,1,0,0,,False
lvgl\src\lv_themes\lv_theme_night.c,681,static void table_init(void),2.8,0.8,2,0,15,12,24,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_alien.c,273,static void img_init(void),2.7857141,0.78571427,2,0,14,11,22,1,2,2,0,1,,True
lvgl\src\lv_objx\lv_sw.c,168,"bool lv_sw_toggle(lv_obj_t * sw, lv_anim_enable_t anim)",1.2307693,0.23076923,1,0,13,3,3,1,1,1,0,0,,False
lvgl\src\lv_themes\lv_theme_night.c,561,static void list_init(void),2.9423077,0.9423077,2,0,52,49,98,1,2,2,0,1,,True
lvgl\src\lv_objx\lv_ta.c,1138,bool lv_ta_text_is_selected(const lv_obj_t * ta),3,1.5,1.5,0,16,12,17,2,3,2,0,1,,True
lvgl\src\lv_themes\lv_theme_mono.c,136,static void img_init(void),2.5714285,0.5714286,2,0,7,4,8,1,2,2,0,1,,True
lvgl\src\lv_objx\lv_label.c,442,"void lv_label_set_text_sel_start(lv_obj_t * label, uint16_t index)",2.8333335,1.3333334,1.5,0,12,8,13,2,3,2,0,1,,False
lvgl\src\lv_themes\lv_theme_mono.c,219,static void lmeter_init(void),2.8,0.8,2,0,15,12,24,1,2,2,0,1,,False
lvgl\src\lv_themes\lv_theme_templ.c,291,static void ddlist_init(void),2.625,0.625,2,0,8,5,10,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_nemo.c,263,static void img_init(void),2.7857141,0.78571427,2,0,14,11,22,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_templ.c,182,static void chart_init(void),1.5,0.5,1,0,6,3,3,1,1,1,0,0,,False
lvgl\src\lv_themes\lv_theme_templ.c,407,"lv_theme_t * lv_theme_templ_init(uint16_t hue, lv_font_t * font)",1.0869565,0.08695652,1,0,46,4,4,1,1,1,0,0,,False
lvgl\src\lv_themes\lv_theme_alien.c,147,static void cont_init(void),2.5,0.5,2,0,6,3,6,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_zen.c,293,static void gauge_init(void),2.8,0.8,2,0,15,12,24,1,2,2,0,1,,False
lvgl\src\lv_core\lv_indev.c,512,"static void indev_encoder_proc(lv_indev_t * i, lv_indev_data_t * data)",3.4423077,1.9423077,1.5,0,104,101,106,2,3,2,0,1,,True
lvgl\src\lv_themes\lv_theme_alien.c,604,static void page_init(void),1.625,0.625,1,0,8,5,5,1,1,1,0,0,,False
lvgl\src\lv_themes\lv_theme_night.c,326,static void chart_init(void),1.5,0.5,1,0,6,3,3,1,1,1,0,0,,False
lvgl\src\lv_objx\lv_tabview.c,649,uint16_t lv_tabview_get_anim_time(const lv_obj_t * tabview),2.7727273,1.2727273,1.5,0,11,7,12,2,3,2,0,1,,False
lvgl\src\lv_draw\lv_draw_basic.c,72,"void lv_draw_px(lv_coord_t x, lv_coord_t y, const lv_area_t * mask_p, lv_color_t color, lv_opa_t opa)",2.3529413,0.3529412,2,0,34,6,12,2,4,2,0,0,,False
lvgl\src\lv_core\lv_obj.c,1987,lv_coord_t lv_obj_get_ext_click_pad_bottom(const lv_obj_t * obj),6.3333335,2,4.3333335,0,12,8,45,3,13,4,0,3,,True
lvgl\src\lv_themes\lv_theme_default.c,162,static void sw_init(void),2.8,0.8,2,0,15,12,24,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_material.c,831,"static void style_mod_edit(lv_group_t * group, lv_style_t * style)",4.0555553,1.5555556,2.5,0,18,14,35,2,5,2,0,3,,True
lvgl\src\lv_themes\lv_theme_default.c,381,"static void style_mod_edit(lv_group_t * group, lv_style_t * style)",4.029412,1.5294118,2.5,0,17,13,33,2,5,2,0,3,,True
lvgl\src\lv_themes\lv_theme_zen.c,252,static void sw_init(void),2.857143,0.85714287,2,0,21,18,36,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_nemo.c,610,static void list_init(void),2.9117646,0.9117647,2,0,34,31,62,1,2,2,0,1,,False
lvgl\src\lv_objx\lv_ta.c,904,"void lv_ta_set_pwd_show_time(lv_obj_t * ta, uint16_t time)",1.3333334,0.33333334,1,0,9,3,3,1,1,1,0,0,,False
lvgl\src\lv_draw\lv_img_decoder.c,555,"static lv_res_t lv_img_decoder_built_in_line_alpha(lv_img_decoder_dsc_t * dsc, lv_coord_t x, lv_coord_t y, lv_coord_t len, uint8_t * buf)",14.057346,8.612903,2.8888888,2.5555556,93,89,174,9,26,4,23,8,,True
lvgl\src\lv_objx\lv_ta.c,1839,"static void update_cursor_position_on_click(lv_obj_t * ta, lv_signal_t sign, lv_indev_t * click_source)",2.9761906,1.4761904,1.5,0,84,62,74,2,3,2,0,1,,True
lvgl\src\lv_objx\lv_btn.c,250,"void lv_btn_set_ink_out_time(lv_obj_t * btn, uint16_t time)",3.8846154,1.3846154,2.5,0,13,9,26,2,5,3,0,1,,False
lvgl\src\lv_themes\lv_theme_night.c,103,static void btn_init(void),2.93617,0.9361702,2,0,47,44,88,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_nemo.c,310,static void slider_init(void),2.8125,0.8125,2,0,16,13,26,1,2,2,0,1,,False
lvgl\src\lv_themes\lv_theme_alien.c,632,static void list_init(void),2.9166667,0.9166667,2,0,36,33,66,1,2,2,0,1,,True
lvgl\src\lv_draw\lv_draw_rect.c,1454,"static lv_opa_t antialias_get_opa_circ(lv_coord_t seg, lv_coord_t px_id, lv_opa_t opa)",3.2857144,2.2857144,1,0,21,12,12,4,4,1,0,0,,True
neovim\src\nvim\spell.c,3537,static void suggest_try_change(suginfo_T * su),1.5217391,0.5217391,1,0,23,6,6,2,2,1,0,0,,True
neovim\src\nvim\spellfile.c,4019,"static void wordtree_compress(spellinfo_T * spin, wordnode_T * root)",1.4,0.4,1,0,30,6,6,2,2,1,0,1,,True
neovim\src\nvim\os\signal.c,37,void signal_init(void),4.5,3.5,1,0,30,21,21,5,5,5,0,1,,True
neovim\src\nvim\eval\funcs.c,6707,"static void f_resolve(typval_T * argvars, typval_T * rettv, FunPtr fptr)",6.0610237,3.8110237,1.5,0.75,127,121,360,4,6,3,3,2,,True
neovim\src\nvim\os\env.c,236,"void os_copy_fullenv(char * * env, size_t env_size)",5.886364,3.6363637,1.5,0.75,33,30,50,4,6,3,3,2,,True
neovim\src\nvim\ex_getln.c,258,"static uint8_t * command_line_enter(int firstc, long count, int indent)",1.0146341,0.014634146,1,0,205,3,3,1,1,1,0,1,,False
neovim\src\nvim\hashtab.c,186,void hash_debug_results(void),1.75,0.75,1,0,12,9,9,1,1,1,0,0,,False
neovim\src\nvim\ex_getln.c,4044,"char * vim_strsave_fnameescape(const char * const fname, const bool shell) FUNC_ATTR_NONNULL_RET FUNC_ATTR_MALLOC FUNC_ATTR_NONNULL_ALL",3,1.5,1.5,0,32,24,37,2,3,2,0,1,,True
neovim\src\nvim\ui_compositor.c,501,"static void ui_comp_raw_line(UI * ui, Integer grid, Integer row, Integer startcol, Integer endcol, Integer clearcol, Integer clearattr, LineFlags flags, const schar_T * chunk, const sattr_T * attrs)",1.1086956,0.10869565,1,0,46,5,5,1,1,1,0,1,,True
neovim\src\nvim\ex_docmd.c,2864,"const char * set_one_cmd_context(expand_T * xp, const char * buff)",1.0617647,0.061764706,1,0,680,21,21,2,2,2,0,1,,False
neovim\src\nvim\event\libuv_process.c,101,"static void exit_cb(uv_process_t * handle, int64_t status, int term_signal)",1.3333334,0.33333334,1,0,9,3,3,1,1,1,0,0,,False
neovim\src\nvim\os\signal.c,71,void signal_teardown(void),1.8571429,0.85714287,1,0,14,6,6,2,2,2,0,0,,False
neovim\src\nvim\ex_getln.c,4306,"char_u * sm_gettail(char_u * s, bool eager)",1.125,0.125,1,0,24,3,3,1,1,1,0,0,,False
neovim\src\nvim\memline.c,1501,static time_t swapfile_info(char_u * fname),1.2666667,0.26666668,1,0,75,10,10,2,2,1,0,0,,False
neovim\src\nvim\ex_getln.c,3744,"char_u * ExpandOne(expand_T * xp, char_u * str, char_u * orig, int options, int mode)",1.027027,0.027027028,1,0,148,4,4,1,1,1,0,0,,True
neovim\src\nvim\log.c,274,"static bool v_do_log_to_file(FILE * log_file, int log_level, const char * context, const char * func_name, int line_num, bool eol, const char * fmt, va_list args)",1.117647,0.11764706,1,0,51,6,6,1,1,1,0,1,,False
neovim\src\nvim\regexp.c,3779,"static int regmatch(char_u * scan, proftime_T * tm, int * timed_out)",1.1050657,0.105065666,1,0,1066,28,28,4,4,1,0,0,,True
neovim\src\nvim\os\env.c,281,char * os_getenvname_at_index(size_t index),6.023585,3.7735848,1.5,0.75,53,50,79,4,6,3,3,2,,True
neovim\src\nvim\fileio.c,262,"int readfile(char_u * fname, char_u * sfname, linenr_T from, linenr_T lines_to_skip, linenr_T lines_to_read, exarg_T * eap, int flags)",7.3187876,5.9021206,1.0833334,0.33333334,1226,201,275,36,39,11,12,7,,True
neovim\src\nvim\eval\funcs.c,1412,"static void f_debugbreak(typval_T * argvars, typval_T * rettv, FunPtr fptr)",2.5,1,1.5,0,20,10,14,2,3,2,0,1,,False
neovim\src\nvim\eval\funcs.c,3308,"static void f_getftype(typval_T * argvars, typval_T * rettv, FunPtr fptr)",13.828571,11.4,1.1428572,1.2857143,70,57,159,14,16,13,18,2,,True
neovim\src\nvim\marktree.c,1097,void marktree_check(MarkTree * b),3.1666665,1.6666666,1.5,0,18,15,19,2,3,2,0,3,,True
neovim\src\nvim\event\loop.c,134,"bool loop_close(Loop * loop, bool wait)",1.9736842,0.47368422,1.5,0,38,9,17,2,3,2,0,1,,False
neovim\src\nvim\spellfile.c,3969,static wordnode_T * get_wordnode(spellinfo_T * spin),1.2352941,0.23529412,1,0,17,4,4,1,1,1,0,0,,False
neovim\src\nvim\buffer.c,2692,"int setfname(buf_T * buf, char_u * ffname, char_u * sfname, bool message)",1.0576923,0.057692308,1,0,52,3,3,1,1,1,0,0,,False
neovim\src\nvim\option.c,6539,"void ExpandOldSetting(int * num_file, char_u * * * file)",1.3793104,0.37931034,1,0,29,11,11,1,1,1,0,0,,False
neovim\src\nvim\os\lang.c,17,void lang_init(void),4.8,2.8,1,1,45,42,51,3,3,3,3,0,,True
neovim\src\nvim\diff.c,1129,void ex_diffpatch(exarg_T * eap),4.1465516,2.8965516,1.25,0,116,42,50,8,10,2,0,2,,False
neovim\src\nvim\main.c,760,static void command_line_scan(mparm_T * parmp),1.0275862,0.027586207,1,0,435,6,6,2,2,2,0,0,,False
neovim\src\nvim\quickfix.c,2057,"static int qf_get_fnum(qf_list_T * qfl, char_u * directory, char_u * fname)",1.1276596,0.12765957,1,0,47,6,6,1,1,1,0,0,,True
neovim\src\nvim\path.c,208,int vim_ispathsep(int c),5.25,3,1.5,0.75,12,9,26,4,6,3,3,2,,True
neovim\src\nvim\quickfix.c,552,static size_t efm_regpat_bufsz(char_u * efm),2.2142859,0.71428573,1.5,0,14,5,9,2,3,2,0,1,,True
neovim\src\nvim\buffer.c,154,"int open_buffer(int read_stdin, exarg_T * eap, int flags)",2.8204722,1.2204725,1,0.6,127,31,41,5,5,4,3,0,,True
neovim\src\nvim\ex_cmds2.c,3852,char * get_mess_lang(void),5.25,3,1.5,0.75,20,15,34,4,6,3,3,2,,True
neovim\src\nvim\os\env.c,188,size_t os_get_fullenv_size(void),5.509259,3.2592592,1.5,0.75,27,22,42,4,6,3,3,2,,True
neovim\src\nvim\tag.c,2299,"int get_tagfname(tagname_T * tnp, int first, char_u * buf)",1.0394737,0.039473683,1,0,76,3,3,1,1,1,0,0,,True
neovim\src\nvim\os\env.c,405,void init_homedir(void),2.6666665,1.6666666,1,0,54,45,45,2,2,2,0,0,,False
neovim\src\nvim\regexp_nfa.c,2706,"static void st_error(int * postfix, int * end, int * p)",5.828947,3.5789473,1.25,1,38,34,67,4,5,3,4,1,,True
neovim\src\nvim\os\fs.c,487,int os_set_cloexec(const int fd),1.8181818,0.8181818,1,0,22,18,18,1,1,1,0,0,,False
neovim\src\nvim\path.c,186,char_u * get_past_head(const char_u * path),1.3846154,0.3846154,1,0,13,5,5,1,1,1,0,0,,False
neovim\src\nvim\msgpack_rpc\channel.c,56,void rpc_start(Channel * channel),2.2380953,0.23809524,2,0,21,5,10,1,2,2,0,0,,True
neovim\src\nvim\path.c,1885,"int pathcmp(const char * p, const char * q, int maxlen)",1.8154762,0.48214287,1.3333334,0,56,9,13,3,4,2,0,1,,False
neovim\src\nvim\charset.c,1650,"long getdigits_long(char_u * * pp, bool strict, long def)",2.5833333,0.5833333,2,0,12,7,14,1,2,2,0,0,,True
neovim\src\nvim\option.c,627,void set_init_1(void),4.135928,2.035928,1.8,0.3,167,34,71,10,18,6,3,5,,True
neovim\src\nvim\api\private\helpers.c,489,static inline void typval_encode_list_end(EncodedData * const edata) FUNC_ATTR_ALWAYS_INLINE FUNC_ATTR_NONNULL_ALL,1.4444444,0.44444445,1,0,9,4,4,1,1,1,0,1,,True
neovim\src\nvim\hashtab.c,277,"static void hash_may_resize(hashtab_T * ht, size_t minitems)",1.1038961,0.103896104,1,0,77,8,8,1,1,1,0,0,,True
neovim\src\nvim\quickfix.c,841,static int qf_get_nextline(qfstate_T * state),1.1666666,0.16666667,1,0,30,5,5,1,1,1,0,0,,False
neovim\src\nvim\ex_getln.c,3970,"void ExpandEscape(expand_T * xp, char_u * str, int numfiles, char_u * * files, int options)",2.0507247,0.7173913,1.3333334,0,46,11,16,3,4,2,0,1,,False
neovim\src\nvim\if_cscope.c,666,static int cs_create_connection(size_t i),11.245198,9.06338,1.4545455,0.72727275,142,117,207,11,16,4,8,4,,True
neovim\src\nvim\os\process.c,107,"int os_proc_children(int ppid, int * * proc_list, size_t * proc_count)",12.704348,8.804348,2.5,1.4,92,81,354,10,25,7,14,8,,True
neovim\src\nvim\path.c,1453,void simplify_filename(char_u * filename),1.0363636,0.036363635,1,0,110,4,4,1,1,1,0,0,,False
neovim\src\nvim\state.c,25,void state_enter(VimState * s),2.0833333,0.083333336,2,0,36,3,6,1,2,2,0,0,,True
neovim\src\nvim\mbyte.c,469,int utf_char2cells(int c),2.532258,1.032258,1.5,0,31,16,25,2,3,2,0,1,,False
neovim\src\nvim\api\private\helpers.c,554,static inline void typval_encode_dict_end(EncodedData * const edata) FUNC_ATTR_ALWAYS_INLINE FUNC_ATTR_NONNULL_ALL,1.4444444,0.44444445,1,0,9,4,4,1,1,1,0,1,,False
neovim\src\nvim\msgpack_rpc\helpers.c,85,"bool msgpack_rpc_to_object(const msgpack_object * const obj, Object * const arg) FUNC_ATTR_NONNULL_ALL",1.7711865,0.27118644,1.5,0,177,12,20,4,6,2,0,2,,False
neovim\src\nvim\mbyte.c,2302,"char_u * string_convert_ext(const vimconv_T * const vcp, char_u * ptr, size_t * lenp, size_t * unconvlenp)",1.0420169,0.042016808,1,0,119,5,5,1,1,1,0,0,,False
neovim\src\nvim\if_cscope.c,1778,"static void cs_release_csp(size_t i, int freefnpp)",8.311688,5.4545455,1.4285715,1.4285715,77,60,130,7,10,5,10,3,,True
neovim\src\nvim\quickfix.c,1770,void check_quickfix_busy(void),1.3333334,0.33333334,1,0,9,3,3,1,1,1,0,0,,True
neovim\src\nvim\eval.c,12049,void func_unref(char_u * name),2.4,0.9,1.5,0,20,9,14,2,3,2,0,1,,True
neovim\src\nvim\channel.c,183,"void channel_create_event(Channel * chan, const char * ext_source)",4.152174,1.6521739,2.5,0,23,19,43,2,5,3,0,1,,True
neovim\src\nvim\ex_session.c,984,static char * get_view_file(int c),1.7564102,0.25641027,1.5,0,39,5,9,2,3,2,0,1,,True
neovim\src\nvim\ex_docmd.c,8898,static char_u * arg_all(void),1.0697675,0.069767445,1,0,43,3,3,1,1,1,0,1,,False
neovim\src\nvim\os\fs.c,153,int os_nodetype(const char * name) FUNC_ATTR_NONNULL_ALL,4.4,2.7333333,1.3333334,0.33333334,45,41,74,3,4,3,1,3,,True
neovim\src\nvim\os\fs.c,134,bool os_isdir_executable(const char * name) FUNC_ATTR_NONNULL_ALL,2.2692308,0.7692308,1.5,0,13,5,9,2,3,2,0,1,,True
neovim\src\nvim\spell.c,5180,static void suggest_try_soundalike(suginfo_T * su),1.6,0.6,1,0,20,6,6,2,2,1,0,0,,True
neovim\src\nvim\tui\terminfo.c,37,bool terminfo_is_bsd_console(const char * term),4.3846154,1.3846154,2.5,0.5,13,9,39,2,5,4,1,0,,True
neovim\src\nvim\undo.c,2943,void u_blockfree(buf_T * buf),1.2727273,0.27272728,1,0,11,3,3,1,1,1,0,1,,False
neovim\src\nvim\eval\decode.c,943,"int msgpack_to_vim(const msgpack_object mobj, typval_T * const rettv) FUNC_ATTR_NONNULL_ALL FUNC_ATTR_WARN_UNUSED_RESULT",1.5634921,0.06349207,1.5,0,189,6,10,2,3,2,0,1,,True
neovim\src\nvim\path.c,2240,"static int path_to_absolute(const char_u * fname, char_u * buf, size_t len, int force)",1.1388888,0.1388889,1,0,36,5,5,1,1,1,0,0,,False
neovim\src\nvim\path.c,1769,char * fix_fname(const char * fname),5.15,3.4,1.25,0.5,20,17,39,4,5,4,2,1,,True
neovim\src\nvim\path.c,323,"int path_fnamencmp(const char * const fname1, const char * const fname2, size_t len) FUNC_ATTR_NONNULL_ALL FUNC_ATTR_PURE FUNC_ATTR_WARN_UNUSED_RESULT",3.1551723,1.6551725,1.5,0,29,24,31,2,3,2,0,1,,False
neovim\src\nvim\quickfix.c,339,"static char_u * efmpat_to_regpat(const char_u * efmpat, char_u * regpat, efm_T * efminfo, int idx, int round, char_u * errmsg, size_t errmsglen) FUNC_ATTR_NONNULL_ALL",1.1153846,0.115384616,1,0,52,6,6,1,1,1,0,0,,False
neovim\src\nvim\os\env.c,1152,bool os_setenv_append_path(const char * fname) FUNC_ATTR_NONNULL_ALL,1.7941177,0.29411766,1.5,0,34,5,9,2,3,2,0,1,,True
neovim\src\nvim\mbyte.c,1265,int mb_tolower(int a),1.3333334,0.33333334,1,0,12,4,4,1,1,1,0,0,,True
neovim\src\nvim\mbyte.c,1036,bool utf_printable(int c),3.0714285,1.5714285,1.5,0,14,11,21,2,3,2,0,1,,True
obs-studio\deps\lzma\common\tuklib_physmem.c,69,extern uint64_t tuklib_physmem(void),24.349722,12.195876,11.153846,1,97,91,1183,13,145,14,13,66,,True
obs-studio\deps\w32-pthreads\ptw32_threadStart.c,124,unsigned __stdcall #else void #endif ptw32_threadStart(void * vthreadParms),18.462828,14.756945,2.8235295,0.88235295,144,125,487,17,48,10,15,15,,True
obs-studio\deps\w32-pthreads\ptw32_throw.c,61,"void ptw32_throw(DWORD exception) #if defined(__CLEANUP_CXX) throw(ptw32_exception_cancel, ptw32_exception_exit) #endif",13.254974,9.671641,2.5,1.0833334,67,54,228,12,30,9,13,9,,True
obs-studio\deps\w32-pthreads\ptw32_relmillisecs.c,45,INLINE #endif DWORD ptw32_relmillisecs(const struct timespec * abstime),12.078788,4.7454543,4,3.3333333,55,29,139,9,36,6,30,6,,True
obs-studio\plugins\obs-outputs\librtmp\rtmp.c,366,void RTMP_TLS_Init(RTMP * r),11.851351,5.3513513,3.5,3,37,33,173,6,21,6,18,10,,True
obs-studio\plugins\obs-outputs\librtmp\amf.c,77,double AMF_DecodeNumber(const char * data),10.0986395,5.265306,2.8333333,2,49,43,251,6,17,5,12,3,,True
obs-studio\plugins\obs-outputs\librtmp\amf.c,194,"char * AMF_EncodeNumber(char * output, char * outend, double dVal)",9.991228,5.1578946,2.8333333,2,57,49,287,6,17,5,12,3,,True
obs-studio\plugins\obs-outputs\librtmp\rtmp.c,286,void RTMP_TLS_LoadCerts(RTMP * r),8.570895,3.8208954,2.5,2.25,67,64,209,4,10,5,9,3,,True
obs-studio\libobs\util\threading-windows.c,168,void os_set_thread_name(const char * name),7.8333335,5.3333335,1.5,1,27,24,67,6,9,3,6,3,,True
obs-studio\deps\lzma\common\tuklib_cpucores.c,31,extern uint32_t tuklib_cpucores(void),6.8461537,3.846154,2.4,0.6,26,20,69,5,12,5,3,4,,True
obs-studio\deps\w32-pthreads\tests\exception1.c,139,void * canceledThread(void * arg),6.7536235,2.0869565,3.3333333,1.3333334,23,16,46,3,10,4,4,6,,True
obs-studio\deps\w32-pthreads\tests\exception1.c,85,void * exceptionedThread(void * arg),6.7066665,2.04,3.3333333,1.3333334,25,17,46,3,10,4,4,6,,True
obs-studio\plugins\vlc-video\vlc-video-plugin.c,143,static bool load_libvlc_module(void),5.8397436,3.5897436,1.5,0.75,39,35,65,4,6,3,3,2,,True
obs-studio\plugins\obs-outputs\librtmp\rtmp.c,928,"int RTMP_Connect1(RTMP * r, RTMPPacket * cp)",5.5444446,2.9444444,1.8,0.8,90,53,155,5,9,4,4,4,,True
obs-studio\plugins\obs-ffmpeg\obs-ffmpeg.c,228,bool obs_module_load(void),4.666667,2.6666667,1.25,0.75,33,22,41,4,5,4,3,2,,True
obs-studio\deps\w32-pthreads\pthread_attr_setstacksize.c,41,"int pthread_attr_setstacksize(pthread_attr_t * attr, size_t stacksize)",4.066667,2.4,1.3333334,0.33333334,20,16,26,3,4,3,1,1,,True
radare2\libr\debug\p\native\xnu\xnu_debug.c,200,"int xnu_attach(RDebug * dbg, int pid)",6.5238094,4.5238094,1.4,0.6,21,19,38,5,7,4,3,3,,True
radare2\libr\debug\trace.c,203,R_API void r_debug_trace_reset(RDebug * dbg),1.4,0.4,1,0,10,4,4,1,1,1,0,0,,False
radare2\libr\io\p\io_r2k.c,61,static int r2k__close(RIODesc * fd),5.7333336,2.4,3.3333333,0,15,12,41,3,10,4,0,5,,True
radare2\libr\core\cconfig.c,2808,R_API int r_core_config_init(RCore * core),5.113303,3.2984886,1.8148148,0,794,97,189,27,49,14,0,12,,False
radare2\libr\util\sys.c,1201,R_API int r_sys_getpid(),5.0666666,2.4,2.6666667,0,10,8,28,3,8,3,0,3,,True
radare2\libr\debug\p\debug_native.c,970,"static int r_debug_native_map_dealloc(RDebug * dbg, ut64 addr, int size)",7.022727,3.2727273,3.75,0,11,9,45,4,15,4,0,6,,True
radare2\libr\debug\p\debug_native.c,463,"static RDebugReasonType r_debug_native_wait(RDebug * dbg, int pid) #3",41.596428,30.625,3.9714286,7,104,91,403,35,139,25,245,71,,True
radare2\libr\util\sandbox.c,169,"R_API int r_sandbox_system(const char * x, int n)",7.6354837,4.435484,1.4,1.8,62,55,162,5,7,4,9,2,,True
radare2\libr\util\mem.c,330,"R_API void r_mem_memzero(void * dst, size_t l)",8.085714,4.285714,2.2,1.6,14,12,51,5,11,4,8,4,,True
radare2\shlr\zip\zlib\trees.c,232,local void tr_static_init(),4.85,2.85,1.3333334,0.6666667,60,57,124,3,4,3,2,1,,True
radare2\libr\util\unum.c,147,"R_API ut64 r_num_get(RNum * num, const char * str)",1.0136364,0.013636364,1,0,220,3,3,1,1,1,0,0,,False
radare2\libr\util\sys.c,1048,R_API char * r_sys_pid_to_path(int pid),10.310925,6.882353,2.2857144,1.1428572,119,117,277,7,16,5,8,7,,True
radare2\libr\cons\cons.c,1458,R_API void r_cons_set_utf8(bool b),5,2.6666667,1.3333334,1,27,24,33,3,4,3,3,1,,True
radare2\libr\util\sys.c,365,R_API int r_sys_clearenv(void),8.77957,5.612903,1.8333334,1.3333334,31,29,95,6,11,5,8,5,,True
radare2\libr\main\r2agent.c,33,"R_API int r_main_r2agent(int argc, const char * * argv)",1.6396104,0.38961038,1.25,0,154,15,19,4,5,4,0,1,,True
radare2\libr\util\sys.c,569,R_API int r_sys_thp_mode(void),3.2777777,1.7777778,1.5,0,18,16,20,2,3,2,0,1,,True
radare2\libr\util\sys.c,335,R_API int r_sys_sleep(int secs),5.2051287,2.5384617,2.6666667,0,13,11,31,3,8,3,0,3,,False
radare2\libr\debug\debug.c,1139,"R_API int r_debug_continue_kill(RDebug * dbg, int sig)",4.234286,2.52,1.5714285,0.14285715,125,45,74,7,11,4,1,2,,True
radare2\libr\socket\run.c,358,"static int handle_redirection(const char * cmd, bool in, bool out, bool err)",5.7058825,3.7058825,1.5714285,0.42857143,68,36,60,7,11,6,3,4,,True
radare2\libr\util\file.c,1157,"bool r_file_copy(const char * src, const char * dst)",5.452381,2.7857141,2.6666667,0,28,26,86,3,8,3,0,3,,True
radare2\libr\debug\p\native\xnu\xnu_threads.c,228,"static bool xnu_fill_info_thread(RDebug * dbg, xnu_thread_t * thread)",5.9256754,3.6756756,1.5,0.75,37,34,91,4,6,3,3,2,,True
radare2\libr\core\cmd.c,2430,"R_API int r_core_cmd_pipe(RCore * core, char * radare_cmd, char * shell_cmd)",6.766667,3.6000001,2.3333333,0.8333333,75,45,92,6,14,4,5,6,,True
radare2\libr\util\sys.c,761,R_API int r_sys_cmdbg(const char * str),5.886364,3.6363637,1.5,0.75,22,20,38,4,6,3,3,2,,True
radare2\libr\debug\p\debug_native.c,1594,"static bool r_debug_gcore(RDebug * dbg, RBuffer * dest)",8.63077,4.230769,3.8,0.6,13,11,85,5,19,8,3,4,,True
radare2\libr\util\thread_sem.c,17,R_API RThreadSemaphore * r_th_sem_new(unsigned int initial),5.817073,3.317073,1.75,0.75,41,34,88,4,7,4,3,2,,True
radare2\libr\io\p\io_gprobe.c,243,static int sp_open(struct gport * port),6.1683674,3.9183674,1.5,0.75,98,96,137,4,6,3,3,2,,True
radare2\libr\util\file.c,300,R_API char * r_stdin_slurp(int * sz),4.3636365,1.8636364,2.5,0,44,41,88,2,5,3,0,1,,True
radare2\libr\debug\p\native\linux\linux_debug.c,1139,"int linux_reg_write(RDebug * dbg, int type, const ut8 * buf, int size)",9.110119,5.395833,3.7142856,0,48,37,130,7,26,10,0,6,,True
radare2\libr\util\sys.c,303,R_API void r_sys_backtrace(void),8.266666,4.6666665,2.6,1,30,28,100,5,13,4,5,6,,True
